CustomerID,Age,Gender,Income,Location,PurchaseDate,AmountSpent,PageViews,EmailSubscribed,LastLoginDate
0EDZWC,57,Female,69412,Suburban,2022-10-31 01:48:37.657166,220.15,57,False,2023-09-04 01:48:37.663435
T57H4F,33,Male,80594,Urban,2023-03-02 01:48:37.656451,216.19,9,False,2022-12-11 01:48:37.663362
T57H4F,33,Male,80594,Urban,2023-08-04 01:48:37.657071,404.17,9,False,2022-12-11 01:48:37.663362
VF2DSX,19,Male,85467,Suburban,2023-03-04 01:48:37.656094,241.16,44,False,2022-10-12 01:48:37.663727
VF2DSX,19,Male,85467,Suburban,2023-08-19 01:48:37.656330,46.7,44,False,2022-10-12 01:48:37.663727
VF2DSX,19,Male,85467,Suburban,2023-01-14 01:48:37.656950,112.11,44,False,2022-10-12 01:48:37.663727
VF2DSX,19,Male,85467,Suburban,2023-04-06 01:48:37.657077,492.94,44,False,2022-10-12 01:48:37.663727
VF2DSX,19,Male,85467,Suburban,2023-05-07 01:48:37.657232,139.8,44,False,2022-10-12 01:48:37.663727
4IJ022,63,Female,53070,Suburban,2022-10-24 01:48:37.657017,300.97,99,True,2023-06-15 01:48:37.663218
4IJ022,63,Female,53070,Suburban,2022-10-24 01:48:37.657017,300.97,19,True,2023-07-11 01:48:37.663550
K9A2HD,45,Female,80773,Rural,2023-06-15 01:48:37.656894,483.68,39,True,2022-10-20 01:48:37.663214
FQNYRX,54,Female,73993,Rural,2022-10-20 01:48:37.656002,312.04,54,False,2023-02-28 01:48:37.663087
FQNYRX,54,Female,73993,Rural,2022-10-20 01:48:37.656002,312.04,85,True,2023-08-15 01:48:37.663207
FQNYRX,54,Female,73993,Rural,2023-08-18 01:48:37.656066,223.79,54,False,2023-02-28 01:48:37.663087
FQNYRX,54,Female,73993,Rural,2023-08-18 01:48:37.656066,223.79,85,True,2023-08-15 01:48:37.663207
HKCGIF,61,Male,54075,Rural,2023-01-12 01:48:37.656827,127.56,25,False,2023-09-15 01:48:37.663412
HKCGIF,61,Male,54075,Rural,2023-01-12 01:48:37.656827,127.56,71,False,2023-04-09 01:48:37.663556
HKCGIF,61,Male,54075,Rural,2023-01-20 01:48:37.657194,253.13,25,False,2023-09-15 01:48:37.663412
HKCGIF,61,Male,54075,Rural,2023-01-20 01:48:37.657194,253.13,71,False,2023-04-09 01:48:37.663556
OZJFN8,58,Female,90242,Rural,2022-09-30 01:48:37.655999,109.19,64,True,2023-01-11 01:48:37.663389
OZJFN8,58,Female,90242,Rural,2023-02-17 01:48:37.656347,201.97,64,True,2023-01-11 01:48:37.663389
7TFDAV,26,Male,58536,Urban,2022-12-07 01:48:37.656459,249.48,38,False,2022-12-24 01:48:37.663536
7TFDAV,26,Male,58536,Urban,2022-12-07 01:48:37.656459,249.48,46,False,2022-09-28 01:48:37.663540
7TFDAV,26,Male,58536,Urban,2022-12-07 01:48:37.656459,249.48,33,True,2023-01-16 01:48:37.663705
81NQZA,24,Female,88273,Urban,2023-08-23 01:48:37.656093,271.61,92,True,2023-06-30 01:48:37.663304
81NQZA,24,Female,88273,Urban,2023-08-23 01:48:37.656093,271.61,37,False,2022-10-20 01:48:37.663589
81NQZA,24,Female,88273,Urban,2023-08-23 01:48:37.656093,271.61,29,False,2023-06-08 01:48:37.663787
81NQZA,24,Female,88273,Urban,2023-08-29 01:48:37.657192,54.32,92,True,2023-06-30 01:48:37.663304
81NQZA,24,Female,88273,Urban,2023-08-29 01:48:37.657192,54.32,37,False,2022-10-20 01:48:37.663589
81NQZA,24,Female,88273,Urban,2023-08-29 01:48:37.657192,54.32,29,False,2023-06-08 01:48:37.663787
Y1ZUZ8,18,Male,32633,Rural,2023-01-19 01:48:37.656495,486.02,73,True,2022-10-04 01:48:37.663084
Y1ZUZ8,18,Male,32633,Rural,2022-09-23 01:48:37.656937,421.25,73,True,2022-10-04 01:48:37.663084
1AQFP9,36,Female,79553,Rural,2022-12-11 01:48:37.656705,78.25,94,True,2023-09-07 01:48:37.663225
1AQFP9,36,Female,79553,Rural,2022-12-11 01:48:37.656705,78.25,91,False,2022-11-21 01:48:37.663443
1AQFP9,36,Female,79553,Rural,2023-04-04 01:48:37.657362,449.13,94,True,2023-09-07 01:48:37.663225
1AQFP9,36,Female,79553,Rural,2023-04-04 01:48:37.657362,449.13,91,False,2022-11-21 01:48:37.663443
EX9N6I,57,Female,46442,Rural,2023-03-06 01:48:37.655970,186.15,82,True,2023-04-13 01:48:37.663145
EX9N6I,57,Female,46442,Rural,2023-03-06 01:48:37.655970,186.15,94,True,2023-02-28 01:48:37.663728
EX9N6I,57,Female,46442,Rural,2023-07-22 01:48:37.656377,134.21,82,True,2023-04-13 01:48:37.663145
EX9N6I,57,Female,46442,Rural,2023-07-22 01:48:37.656377,134.21,94,True,2023-02-28 01:48:37.663728
EX9N6I,57,Female,46442,Rural,2022-12-31 01:48:37.656761,316.37,82,True,2023-04-13 01:48:37.663145
EX9N6I,57,Female,46442,Rural,2022-12-31 01:48:37.656761,316.37,94,True,2023-02-28 01:48:37.663728
ONT73L,39,Female,70457,Rural,2022-10-02 01:48:37.656535,230.34,17,True,2023-06-12 01:48:37.663486
ONT73L,39,Female,70457,Rural,2022-09-22 01:48:37.657176,61.24,17,True,2023-06-12 01:48:37.663486
NDA906,23,Female,92074,Urban,2023-02-07 01:48:37.656103,18.22,5,False,2022-11-28 01:48:37.663339
NDA906,23,Female,92074,Urban,2023-02-07 01:48:37.656103,18.22,79,False,2023-06-22 01:48:37.663501
NDA906,23,Female,92074,Urban,2022-10-22 01:48:37.656210,200.57,5,False,2022-11-28 01:48:37.663339
NDA906,23,Female,92074,Urban,2022-10-22 01:48:37.656210,200.57,79,False,2023-06-22 01:48:37.663501
NDA906,23,Female,92074,Urban,2023-03-09 01:48:37.657164,458.37,5,False,2022-11-28 01:48:37.663339
NDA906,23,Female,92074,Urban,2023-03-09 01:48:37.657164,458.37,79,False,2023-06-22 01:48:37.663501
QEX4X5,39,Female,87138,Urban,2023-01-19 01:48:37.656658,126.19,1,False,2023-03-05 01:48:37.663147
K514FP,25,Male,46684,Rural,2022-10-23 01:48:37.656177,37.94,6,True,2023-06-09 01:48:37.663148
K514FP,25,Male,46684,Rural,2022-10-23 01:48:37.656177,37.94,63,False,2023-05-14 01:48:37.663669
K514FP,25,Male,46684,Rural,2023-02-12 01:48:37.656291,353.6,6,True,2023-06-09 01:48:37.663148
K514FP,25,Male,46684,Rural,2023-02-12 01:48:37.656291,353.6,63,False,2023-05-14 01:48:37.663669
UF1UCD,20,Male,20549,Urban,2023-01-17 01:48:37.656075,441.39,68,True,2022-12-31 01:48:37.663256
UF1UCD,20,Male,20549,Urban,2023-01-22 01:48:37.656432,100.19,68,True,2022-12-31 01:48:37.663256
UF1UCD,20,Male,20549,Urban,2023-01-17 01:48:37.656944,448.93,68,True,2022-12-31 01:48:37.663256
UF1UCD,20,Male,20549,Urban,2023-01-12 01:48:37.657091,89.52,68,True,2022-12-31 01:48:37.663256
6N3WDI,50,Male,32990,Urban,2022-11-11 01:48:37.656097,471.63,28,False,2023-09-11 01:48:37.663193
6N3WDI,50,Male,32990,Urban,2022-11-11 01:48:37.656097,471.63,38,False,2023-01-17 01:48:37.663632
6N3WDI,50,Male,32990,Urban,2023-07-10 01:48:37.656510,18.23,28,False,2023-09-11 01:48:37.663193
6N3WDI,50,Male,32990,Urban,2023-07-10 01:48:37.656510,18.23,38,False,2023-01-17 01:48:37.663632
6N3WDI,50,Male,32990,Urban,2023-03-04 01:48:37.657210,247.69,28,False,2023-09-11 01:48:37.663193
6N3WDI,50,Male,32990,Urban,2023-03-04 01:48:37.657210,247.69,38,False,2023-01-17 01:48:37.663632
GIWOZK,55,Male,49601,Suburban,2023-01-26 01:48:37.656642,396.16,61,False,2022-11-16 01:48:37.663335
W7M4PU,40,Female,84537,Suburban,2023-06-28 01:48:37.656687,286.45,20,False,2023-05-23 01:48:37.663659
W7M4PU,40,Female,84537,Suburban,2022-09-22 01:48:37.656716,449.1,20,False,2023-05-23 01:48:37.663659
W7M4PU,40,Female,84537,Suburban,2023-05-12 01:48:37.657130,182.37,20,False,2023-05-23 01:48:37.663659
3Q2ZZW,33,Male,61411,Rural,2022-10-23 01:48:37.656380,156.12,100,True,2023-07-07 01:48:37.663547
3Q2ZZW,33,Male,61411,Rural,2023-06-05 01:48:37.656528,472.06,100,True,2023-07-07 01:48:37.663547
3Q2ZZW,33,Male,61411,Rural,2023-06-21 01:48:37.656704,187.31,100,True,2023-07-07 01:48:37.663547
1HV3WW,61,Male,39639,Urban,2023-06-09 01:48:37.656992,330.77,20,True,2023-04-06 01:48:37.663438
F20DHD,57,Male,54074,Suburban,2023-09-14 01:48:37.657189,147.78,87,True,2022-10-08 01:48:37.663185
F20DHD,57,Male,54074,Suburban,2023-09-14 01:48:37.657189,147.78,91,True,2022-10-23 01:48:37.663195
F20DHD,57,Male,54074,Suburban,2023-09-14 01:48:37.657189,147.78,70,True,2022-10-05 01:48:37.663792
7WU1YU,70,Male,60236,Urban,2023-07-21 01:48:37.657134,277.1,23,False,2023-02-21 01:48:37.663436
7WU1YU,70,Male,60236,Urban,2023-07-21 01:48:37.657134,277.1,78,False,2023-03-11 01:48:37.663599
7WU1YU,70,Male,60236,Urban,2023-08-17 01:48:37.657275,128.61,23,False,2023-02-21 01:48:37.663436
7WU1YU,70,Male,60236,Urban,2023-08-17 01:48:37.657275,128.61,78,False,2023-03-11 01:48:37.663599
D2SLGE,29,Male,99139,Rural,2023-05-24 01:48:37.656038,348.28,16,False,2023-02-09 01:48:37.663063
D2SLGE,29,Male,99139,Rural,2023-07-30 01:48:37.656413,135.7,16,False,2023-02-09 01:48:37.663063
MGOH2R,57,Male,25398,Urban,2023-01-24 01:48:37.656908,160.37,52,False,2023-07-12 01:48:37.663610
TFGW7Q,39,Male,87393,Urban,2023-01-20 01:48:37.655992,55.17,89,False,2023-05-18 01:48:37.663125
TFGW7Q,39,Male,87393,Urban,2023-01-20 01:48:37.655992,55.17,33,False,2022-11-17 01:48:37.663785
TFGW7Q,39,Male,87393,Urban,2023-01-20 01:48:37.656010,179.58,89,False,2023-05-18 01:48:37.663125
TFGW7Q,39,Male,87393,Urban,2023-01-20 01:48:37.656010,179.58,33,False,2022-11-17 01:48:37.663785
TFGW7Q,39,Male,87393,Urban,2022-12-26 01:48:37.657195,455.92,89,False,2023-05-18 01:48:37.663125
TFGW7Q,39,Male,87393,Urban,2022-12-26 01:48:37.657195,455.92,33,False,2022-11-17 01:48:37.663785
TFGW7Q,39,Male,87393,Urban,2022-11-15 01:48:37.657236,276.93,89,False,2023-05-18 01:48:37.663125
TFGW7Q,39,Male,87393,Urban,2022-11-15 01:48:37.657236,276.93,33,False,2022-11-17 01:48:37.663785
17UTIU,69,Male,40208,Rural,2023-05-10 01:48:37.656604,323.5,35,True,2023-05-30 01:48:37.663619
17UTIU,69,Male,40208,Rural,2022-12-03 01:48:37.656696,420.03,35,True,2023-05-30 01:48:37.663619
17UTIU,69,Male,40208,Rural,2022-11-24 01:48:37.656963,42.42,35,True,2023-05-30 01:48:37.663619
GJ4U08,53,Female,22153,Rural,2023-08-18 01:48:37.657025,239.21,75,True,2023-08-17 01:48:37.663717
EH37I3,42,Female,83264,Suburban,2023-06-05 01:48:37.657175,226.12,71,False,2022-10-10 01:48:37.663184
EH37I3,42,Female,83264,Suburban,2023-01-27 01:48:37.657363,106.47,71,False,2022-10-10 01:48:37.663184
V5TCF0,52,Male,33943,Urban,2022-11-21 01:48:37.656037,297.4,24,False,2023-03-20 01:48:37.663295
V5TCF0,52,Male,33943,Urban,2022-11-21 01:48:37.656037,297.4,64,True,2023-01-09 01:48:37.663386
V5TCF0,52,Male,33943,Urban,2022-11-21 01:48:37.656037,297.4,58,True,2023-06-23 01:48:37.663692
V5TCF0,52,Male,33943,Urban,2023-08-19 01:48:37.657191,276.88,24,False,2023-03-20 01:48:37.663295
V5TCF0,52,Male,33943,Urban,2023-08-19 01:48:37.657191,276.88,64,True,2023-01-09 01:48:37.663386
V5TCF0,52,Male,33943,Urban,2023-08-19 01:48:37.657191,276.88,58,True,2023-06-23 01:48:37.663692
V5TCF0,52,Male,33943,Urban,2023-09-04 01:48:37.657284,419.42,24,False,2023-03-20 01:48:37.663295
V5TCF0,52,Male,33943,Urban,2023-09-04 01:48:37.657284,419.42,64,True,2023-01-09 01:48:37.663386
V5TCF0,52,Male,33943,Urban,2023-09-04 01:48:37.657284,419.42,58,True,2023-06-23 01:48:37.663692
VRHO0U,53,Female,84641,Rural,2022-12-21 01:48:37.656188,263.96,39,False,2022-11-14 01:48:37.663213
VRHO0U,53,Female,84641,Rural,2022-12-21 01:48:37.656188,263.96,16,False,2023-06-26 01:48:37.663490
ED4TQ8,64,Female,35709,Urban,2022-09-21 01:48:37.656778,474.14,48,True,2023-01-19 01:48:37.663704
ED4TQ8,64,Female,35709,Urban,2023-01-01 01:48:37.656895,292.06,48,True,2023-01-19 01:48:37.663704
ED4TQ8,64,Female,35709,Urban,2023-05-16 01:48:37.656959,145.35,48,True,2023-01-19 01:48:37.663704
5DCOWS,49,Female,40382,Suburban,2023-01-09 01:48:37.656063,56.01,31,True,2022-12-20 01:48:37.663759
5DCOWS,49,Female,40382,Suburban,2023-04-04 01:48:37.656663,168.62,31,True,2022-12-20 01:48:37.663759
0YYKWO,35,Female,75228,Urban,2023-08-16 01:48:37.655946,344.22,11,True,2023-01-08 01:48:37.663490
0YYKWO,35,Female,75228,Urban,2022-12-15 01:48:37.656521,467.41,11,True,2023-01-08 01:48:37.663490
MLRNVL,69,Male,87208,Urban,2022-09-23 01:48:37.656211,462.2,66,True,2023-02-21 01:48:37.663579
MLRNVL,69,Male,87208,Urban,2022-10-10 01:48:37.656361,125.42,66,True,2023-02-21 01:48:37.663579
MLRNVL,69,Male,87208,Urban,2023-06-13 01:48:37.656396,208.67,66,True,2023-02-21 01:48:37.663579
MLRNVL,69,Male,87208,Urban,2023-04-30 01:48:37.656470,405.28,66,True,2023-02-21 01:48:37.663579
B8PQV3,68,Female,74759,Suburban,2023-06-21 01:48:37.656146,465.67,6,True,2023-07-09 01:48:37.663737
B8PQV3,68,Female,74759,Suburban,2022-11-02 01:48:37.656297,75.69,6,True,2023-07-09 01:48:37.663737
B8PQV3,68,Female,74759,Suburban,2023-03-03 01:48:37.656550,275.48,6,True,2023-07-09 01:48:37.663737
V1RDLK,46,Male,72060,Urban,2022-11-24 01:48:37.656430,429.97,67,False,2023-08-30 01:48:37.663491
V1RDLK,46,Male,72060,Urban,2023-05-23 01:48:37.657270,189.99,67,False,2023-08-30 01:48:37.663491
1E1LQY,48,Female,80374,Urban,2023-06-08 01:48:37.656986,33.2,56,False,2023-02-04 01:48:37.663221
Y6GHZH,37,Female,83793,Rural,2023-07-07 01:48:37.656899,343.73,79,True,2023-01-17 01:48:37.663736
Y6GHZH,37,Female,83793,Rural,2023-07-07 01:48:37.656899,343.73,75,False,2023-01-15 01:48:37.663769
Y6GHZH,37,Female,83793,Rural,2022-11-17 01:48:37.657219,200.94,79,True,2023-01-17 01:48:37.663736
Y6GHZH,37,Female,83793,Rural,2022-11-17 01:48:37.657219,200.94,75,False,2023-01-15 01:48:37.663769
7EAIVS,27,Female,93138,Suburban,2023-01-08 01:48:37.656885,461.54,91,True,2023-07-18 01:48:37.663383
7EAIVS,27,Female,93138,Suburban,2023-01-08 01:48:37.656885,461.54,84,False,2023-06-05 01:48:37.663450
N4IFB4,37,Female,36040,Urban,2023-02-16 01:48:37.656583,469.02,99,True,2023-03-10 01:48:37.663294
N4IFB4,37,Female,36040,Urban,2023-02-16 01:48:37.656583,469.02,74,False,2023-05-28 01:48:37.663706
83RSEG,24,Male,24043,Urban,2023-02-12 01:48:37.656620,148.87,27,True,2023-08-24 01:48:37.663660
6ZZDPO,54,Female,61541,Suburban,2023-09-15 01:48:37.655991,490.38,22,True,2023-09-08 01:48:37.663712
6ZZDPO,54,Female,61541,Suburban,2023-09-05 01:48:37.657481,459.36,22,True,2023-09-08 01:48:37.663712
4CG6JF,28,Male,39330,Rural,2023-02-11 01:48:37.656742,275.93,71,False,2023-02-28 01:48:37.663433
4CG6JF,28,Male,39330,Rural,2023-01-10 01:48:37.657161,439.48,71,False,2023-02-28 01:48:37.663433
3ME0ZM,41,Female,85431,Suburban,2022-12-22 01:48:37.656683,274.05,4,False,2023-02-17 01:48:37.663205
3ME0ZM,41,Female,85431,Suburban,2023-01-28 01:48:37.657042,330.5,4,False,2023-02-17 01:48:37.663205
X174UC,24,Female,84294,Urban,2023-03-07 01:48:37.657120,471.01,46,False,2023-08-08 01:48:37.663062
77H7PE,66,Female,30968,Suburban,2022-12-06 01:48:37.656312,97.23,90,True,2023-03-17 01:48:37.663500
F759QB,44,Female,24290,Rural,2023-04-19 01:48:37.656649,294.95,61,True,2023-02-03 01:48:37.663373
F759QB,44,Female,24290,Rural,2023-01-25 01:48:37.656713,298.22,61,True,2023-02-03 01:48:37.663373
F759QB,44,Female,24290,Rural,2022-11-16 01:48:37.657021,433.15,61,True,2023-02-03 01:48:37.663373
46RJ9Y,53,Female,22788,Urban,2023-08-10 01:48:37.656848,228.85,4,False,2023-06-18 01:48:37.663080
6QA99A,58,Male,55762,Rural,2023-01-11 01:48:37.656787,357.02,63,False,2022-09-22 01:48:37.663358
2L0ML9,38,Female,58339,Suburban,2023-06-02 01:48:37.655978,305.77,31,False,2022-12-23 01:48:37.663628
2L0ML9,38,Female,58339,Suburban,2023-06-02 01:48:37.655978,305.77,46,False,2022-11-29 01:48:37.663829
2L0ML9,38,Female,58339,Suburban,2023-06-25 01:48:37.656371,191.94,31,False,2022-12-23 01:48:37.663628
2L0ML9,38,Female,58339,Suburban,2023-06-25 01:48:37.656371,191.94,46,False,2022-11-29 01:48:37.663829
IMYA53,66,Female,36509,Suburban,2023-01-18 01:48:37.656859,183.38,51,False,2023-06-15 01:48:37.663437
MJXDIA,60,Male,93711,Urban,2023-04-05 01:48:37.656277,237.33,100,False,2022-12-10 01:48:37.663660
MJXDIA,60,Male,93711,Urban,2023-09-17 01:48:37.656408,22.5,100,False,2022-12-10 01:48:37.663660
KNTILO,19,Male,54875,Rural,2023-05-31 01:48:37.656705,393.47,18,True,2023-05-03 01:48:37.663252
KNTILO,19,Male,54875,Rural,2023-05-31 01:48:37.656705,393.47,94,False,2023-06-19 01:48:37.663493
MDPV3O,43,Female,21914,Suburban,2023-08-23 01:48:37.657190,384.81,85,False,2023-08-27 01:48:37.663521
MDPV3O,43,Female,21914,Suburban,2023-08-23 01:48:37.657190,384.81,17,False,2023-07-20 01:48:37.663638
L3NFTZ,51,Male,57127,Urban,2023-01-11 01:48:37.656531,256.51,7,False,2022-12-02 01:48:37.663616
L3NFTZ,51,Male,57127,Urban,2022-12-18 01:48:37.656727,231.27,7,False,2022-12-02 01:48:37.663616
NP1NKG,63,Male,24632,Suburban,2023-03-08 01:48:37.656415,336.0,24,True,2023-01-29 01:48:37.663223
G128DM,20,Female,62706,Urban,2023-05-16 01:48:37.657171,451.57,55,False,2023-02-09 01:48:37.663049
G128DM,20,Female,62706,Urban,2023-04-30 01:48:37.657276,301.17,55,False,2023-02-09 01:48:37.663049
G128DM,20,Female,62706,Urban,2022-10-08 01:48:37.657420,335.3,55,False,2023-02-09 01:48:37.663049
KBC5L9,37,Female,21734,Suburban,2022-10-21 01:48:37.657210,47.75,56,False,2023-04-26 01:48:37.663791
4958O7,67,Female,26169,Urban,2022-10-29 01:48:37.656040,76.42,36,False,2023-07-10 01:48:37.663158
79AI3N,50,Female,31412,Rural,2023-06-24 01:48:37.656237,450.87,41,True,2023-02-26 01:48:37.663575
79AI3N,50,Female,31412,Rural,2023-06-24 01:48:37.656237,450.87,18,False,2023-05-01 01:48:37.663763
79AI3N,50,Female,31412,Rural,2023-02-06 01:48:37.656870,79.45,41,True,2023-02-26 01:48:37.663575
79AI3N,50,Female,31412,Rural,2023-02-06 01:48:37.656870,79.45,18,False,2023-05-01 01:48:37.663763
79AI3N,50,Female,31412,Rural,2023-07-11 01:48:37.657180,97.06,41,True,2023-02-26 01:48:37.663575
79AI3N,50,Female,31412,Rural,2023-07-11 01:48:37.657180,97.06,18,False,2023-05-01 01:48:37.663763
4KRGHO,40,Female,69667,Urban,2023-09-04 01:48:37.656178,219.33,99,True,2022-11-21 01:48:37.663590
4KRGHO,40,Female,69667,Urban,2023-09-04 01:48:37.656178,219.33,75,False,2023-06-03 01:48:37.663786
4KRGHO,40,Female,69667,Urban,2023-02-24 01:48:37.656603,223.39,99,True,2022-11-21 01:48:37.663590
4KRGHO,40,Female,69667,Urban,2023-02-24 01:48:37.656603,223.39,75,False,2023-06-03 01:48:37.663786
4KRGHO,40,Female,69667,Urban,2023-06-11 01:48:37.656720,228.93,99,True,2022-11-21 01:48:37.663590
4KRGHO,40,Female,69667,Urban,2023-06-11 01:48:37.656720,228.93,75,False,2023-06-03 01:48:37.663786
PO9HFC,69,Male,58842,Suburban,2022-11-17 01:48:37.656007,64.3,34,True,2023-07-27 01:48:37.663720
PO9HFC,69,Male,58842,Suburban,2022-11-17 01:48:37.656007,64.3,11,True,2023-08-01 01:48:37.663775
PO9HFC,69,Male,58842,Suburban,2023-02-02 01:48:37.656905,236.29,34,True,2023-07-27 01:48:37.663720
PO9HFC,69,Male,58842,Suburban,2023-02-02 01:48:37.656905,236.29,11,True,2023-08-01 01:48:37.663775
PO9HFC,69,Male,58842,Suburban,2023-06-30 01:48:37.656918,225.6,34,True,2023-07-27 01:48:37.663720
PO9HFC,69,Male,58842,Suburban,2023-06-30 01:48:37.656918,225.6,11,True,2023-08-01 01:48:37.663775
5MP4FC,44,Female,80338,Suburban,2023-05-30 01:48:37.656285,195.91,31,False,2023-02-22 01:48:37.663622
5MP4FC,44,Female,80338,Suburban,2023-05-30 01:48:37.656285,195.91,11,False,2023-04-13 01:48:37.663738
5MP4FC,44,Female,80338,Suburban,2023-09-17 01:48:37.656504,278.05,31,False,2023-02-22 01:48:37.663622
5MP4FC,44,Female,80338,Suburban,2023-09-17 01:48:37.656504,278.05,11,False,2023-04-13 01:48:37.663738
5MP4FC,44,Female,80338,Suburban,2023-07-24 01:48:37.656976,261.97,31,False,2023-02-22 01:48:37.663622
5MP4FC,44,Female,80338,Suburban,2023-07-24 01:48:37.656976,261.97,11,False,2023-04-13 01:48:37.663738
IK4QV9,43,Male,62653,Rural,2023-03-07 01:48:37.656221,31.39,72,False,2022-10-03 01:48:37.663161
IK4QV9,43,Male,62653,Rural,2023-03-07 01:48:37.656221,31.39,61,False,2023-03-14 01:48:37.663468
5GV2SS,60,Male,84697,Rural,2023-05-13 01:48:37.656207,467.43,53,False,2022-10-05 01:48:37.663138
5GV2SS,60,Male,84697,Rural,2023-05-01 01:48:37.657002,227.19,53,False,2022-10-05 01:48:37.663138
JQ9UB5,54,Female,96021,Suburban,2023-07-30 01:48:37.657398,132.54,61,True,2022-10-11 01:48:37.663272
W7YW2D,38,Male,46456,Urban,2022-11-21 01:48:37.656427,21.83,81,True,2022-11-24 01:48:37.663341
W7YW2D,38,Male,46456,Urban,2022-09-21 01:48:37.657205,402.39,81,True,2022-11-24 01:48:37.663341
W7YW2D,38,Male,46456,Urban,2023-07-26 01:48:37.657310,316.41,81,True,2022-11-24 01:48:37.663341
W7YW2D,38,Male,46456,Urban,2023-01-16 01:48:37.657329,74.82,81,True,2022-11-24 01:48:37.663341
W7YW2D,38,Male,46456,Urban,2022-11-17 01:48:37.657419,458.47,81,True,2022-11-24 01:48:37.663341
W7YW2D,38,Male,46456,Urban,2023-01-01 01:48:37.657479,260.31,81,True,2022-11-24 01:48:37.663341
02D561,23,Male,79226,Suburban,2023-03-13 01:48:37.656656,253.0,2,False,2022-12-16 01:48:37.663679
02D561,23,Male,79226,Suburban,2023-03-07 01:48:37.657164,497.62,2,False,2022-12-16 01:48:37.663679
X4PZPG,49,Female,42073,Suburban,2022-11-07 01:48:37.656496,360.77,70,False,2023-03-09 01:48:37.663192
